id,datetime,date,deploy,hour,daynight,habitat,point,point_num,audiomoth_id,spacing_m,group,species,common_name,confidence,clip_start_s,clip_end_s,audio_file,suspect_false_positive
2026-06-02-00029,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.993,87,90,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00016,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.982,45,48,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00004,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.979,9,12,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00015,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.976,42,45,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00034,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.97,102,105,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00001,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.964,0,3,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00006,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.96,15,18,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00002,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.96,3,6,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00019,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.948,57,60,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00030,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.945,90,93,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00013,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.941,36,39,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00036,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.936,108,111,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00027,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.932,81,84,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00022,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.928,66,69,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00032,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.921,96,99,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00039,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.902,117,120,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00005,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.883,12,15,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00037,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.878,111,114,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00007,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.874,18,21,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00028,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.874,84,87,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00035,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.864,105,108,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00010,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.86,27,30,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00033,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.824,99,102,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00003,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.742,6,9,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00008,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.737,21,24,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00018,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.736,51,54,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00020,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.729,60,63,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00023,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.728,69,72,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00012,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.666,33,36,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00031,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.654,93,96,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00026,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.591,78,81,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00011,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.59,30,33,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00017,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.59,48,51,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00025,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.589,75,78,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00038,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.568,114,117,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00024,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.566,72,75,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00009,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.504,24,27,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00021,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.436,63,66,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00014,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F1,1,A05,15,bird,Colibri cyanotus,Lesser Violetear,0.322,39,42,/F1501_A05/20260602_104000.WAV,no
2026-06-02-00509,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.943,90,93,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00514,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.923,105,108,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00517,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.912,114,117,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00486,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.906,18,21,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00501,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.897,66,69,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00506,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.893,81,84,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00515,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.885,108,111,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00485,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.877,15,18,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00481,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.872,3,6,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00495,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.872,45,48,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00494,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.866,42,45,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00516,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.866,111,114,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00508,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.85,87,90,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00499,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.809,60,63,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00507,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.759,84,87,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00504,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.748,75,78,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00503,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.7,72,75,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00513,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.699,102,105,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00491,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.691,33,36,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00487,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.687,21,24,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00500,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.686,63,66,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00511,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.683,96,99,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00498,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.675,57,60,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00489,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.651,27,30,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00483,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.637,9,12,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00480,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.635,0,3,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00484,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.634,12,15,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00510,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.606,93,96,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00492,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.58,36,39,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00482,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.563,6,9,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00512,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.525,99,102,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00505,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.516,78,81,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00518,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.515,117,120,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00497,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.502,51,54,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00496,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.392,48,51,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00493,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.335,39,42,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00488,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.324,24,27,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00502,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.298,69,72,/F1502_A06/20260602_104000.WAV,no
2026-06-02-00490,2026-06-02 10:40:00,2026-06-02,day1,10,day,forest,F2,2,A06,15,bird,Colibri cyanotus,Lesser Violetear,0.288,30,33,/F1502_A06/20260602_104000.WAV,no
2026-06-02-01155,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.726,78,81,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01154,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.452,75,78,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01151,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.449,60,63,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01158,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.438,96,99,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01152,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Chlorothraupis stolzmanni,Ochre-breasted Tanager,0.407,69,72,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01150,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.397,39,42,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01157,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.382,90,93,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01153,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.381,72,75,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01161,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.299,105,108,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01160,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.293,102,105,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01156,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Colibri cyanotus,Lesser Violetear,0.285,84,87,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01159,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P1,1,A04,15,bird,Chlorothraupis stolzmanni,Ochre-breasted Tanager,0.255,99,102,/P1501_A04/20260602_104000.WAV,no
2026-06-02-01346,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.915,36,39,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01360,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.915,96,99,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01359,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.871,90,93,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01356,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.863,78,81,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01363,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.832,105,108,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01361,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.815,99,102,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01357,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.798,84,87,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01350,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.795,60,63,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01362,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.758,102,105,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01355,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.747,75,78,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01345,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.7,33,36,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01348,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.672,45,48,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01347,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.656,39,42,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01358,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.64,87,90,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01354,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.631,72,75,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01344,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.512,27,30,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01343,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.486,24,27,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01349,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.475,57,60,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01352,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Chlorothraupis stolzmanni,Ochre-breasted Tanager,0.423,66,69,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01351,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.401,63,66,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01364,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.39,108,111,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01342,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.378,15,18,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01353,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P2,2,A01,15,bird,Colibri cyanotus,Lesser Violetear,0.375,69,72,/P1502_A01/20260602_104000.WAV,no
2026-06-02-01793,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.957,15,18,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01800,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.93,45,48,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01815,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.908,102,105,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01811,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.893,87,90,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01813,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.821,96,99,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01792,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.78,12,15,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01816,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.77,111,114,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01795,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.728,27,30,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01791,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.719,9,12,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01804,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.649,66,69,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01806,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.647,72,75,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01807,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.639,75,78,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01810,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.629,84,87,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01801,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.626,57,60,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01798,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.585,36,39,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01790,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.583,0,3,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01814,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.534,99,102,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01802,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.515,60,63,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01794,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.5,24,27,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01805,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.415,69,72,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01812,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.398,90,93,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01799,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.387,42,45,/P1503_A02/20260602_104000.WAV,no
2026-06-02-01797,2026-06-02 10:40:00,2026-06-02,day1,10,day,pasture,P3,3,A02,15,bird,Colibri cyanotus,Lesser Violetear,0.38,33,36,/P1503_A02/20260602_104000.WAV,no
